reviews,ratings
"10 of us stayed here for business for two nights. We travelled from Leeds to Bournemouth, then got the Ferry over and arrived in the afternoon. We checked in quickly with the help of friendly staff. The lobby is a great space for meeting to convene before you go out or stay in. Whichever you prefer. The amount of space in the hotel is incredible too. I fortunately got a view that showed off the whole island so for me was great... others in the party got internal views though which for them wasn't the best.   The bar/restaurant area was also a great space too. We had drinks before we headed out into the town for food. The restaurant prices at Hotel De France were quite pricy. Breakfast was good though and again, in the Orangery (another incredible space)... there was so much…",4
Fabulous hotel. Hotel swimming pool is excellent with lovely outside area for sun bathing. Spa room with balcony very spacious with large bathroom. Generally beautifully designed whilst keeping the original features in the older part of the hotel. Courtesy bus down in to town.,4
Loved this hotel. Amazing grounds and the best spa ever. Breakfast was excellent with great choice. Staff were always on hand to help in anyway. Garden view restaurant food very tasty although my Rose wine was warm. Disappointed only with the size of our room.we booked a standard double for £144 per night which did include breakfast. The walk into town took 15 mins and was quite pleasant. Lovely hotel but would upgrade next time to a bigger room.,4
"This excellent and historical property is always immaculate conception throughout with first class guest rooms, wonderful staff, superb breakfast, excellent spa, and beautiful gardens  Quietly located just a 15 minutes walk away from St Helier's fine shops. Our regular Jersey address",5
"Absolutely faultless. Friendly and helpful staff, Food available anytime and excellent. Great facilities including indoor swimming pools. Terrace and garden great for chilling out. Child friendly and lots of space for them to run around.",5
"A lovely hotel, well positioned with a shuttle bus to take you into town. Immaculate facilities and friendly staff. The spa was particularly good, with access to the garden area. I would definitely return. ",5
"Hotel reception was exceptionally run . Rooms were comfortable , breakfast frustrating , staff in certain areas unfriendly especially at breakfast . Spa superb and a must . Bistro food was excellent and very reasonably priced , staff friendly and helpful .",3
"This is a fantastic hotel except for one thing. We chose this hotel as it stated it had air-conditioning. However, it was not working and when we mentioned this to Reception, they were aware of the problem and they were unable to do anything about it. They did provide us with a fan but unfortunately this did not compensate for the lack of air-con..",4
"Very nice hotel, lovely staff, a little dated in the breakfast restaurant and rooms. The terrace bar area was lovely and our friends were impressed with the spa. The terrace level needs its own toilets rather than going up a floor. Overall a most enjoyable trip",4
"I wasn't overly impressed by the view from my room 121. looking out to a roof with ladders just feet away from my window. Being a single traveller I did not feel very secure. Breakfast choice was not fantastic but adequate. All staff were friendly apart from the maids that forced me out of my room at 9.15, they made it very clear I was in the way. ",3
